ISO_pais_origen,Gender_Code,ISO_pais_destino,1960 [1960],1970 [1970],1980 [1980],1990 [1990],2000 [2000]
ERI,MAL,KIR,0,0,0,0,0
ERI,MAL,PRK,0,0,0,0,0
ERI,MAL,KOR,0,0,0,0,0
ERI,MAL,XKX,..,..,..,..,..
ERI,MAL,KWT,18,212,62,184,203
ERI,MAL,KGZ,0,0,0,0,2
ERI,MAL,LAO,0,0,0,0,0
ERI,MAL,LVA,0,0,0,0,0
ERI,MAL,LBN,3,2,3,18,387
ERI,MAL,LSO,0,0,0,0,0
ERI,MAL,LBR,0,0,0,0,0
ERI,MAL,LBY,0,3,7,11,13
ERI,MAL,LIE,0,0,0,0,0
ERI,MAL,LTU,0,0,0,0,0
ERI,MAL,LUX,0,0,0,3,0
ERI,MAL,MAC,0,0,0,0,0
ERI,MAL,MKD,0,0,0,2,3
ERI,MAL,MDG,143,85,207,11,10
ERI,MAL,MWI,0,0,14,14,14
ERI,MAL,MYS,0,0,0,0,0
ERI,MAL,MDV,0,0,0,0,0
ERI,MAL,MLI,0,0,0,0,0
ERI,MAL,MLT,0,0,0,0,0
ERI,MAL,MHL,0,0,0,0,0
ERI,MAL,MTQ,0,0,0,0,0
ERI,MAL,MRT,0,0,0,12,14
ERI,MAL,MUS,0,0,0,0,0
ERI,MAL,MYT,0,0,0,0,1
ERI,MAL,MEX,0,3,0,8,3
ERI,MAL,FSM,0,0,0,0,0
ERI,MAL,MDA,0,0,0,0,0
ERI,MAL,MCO,0,0,0,0,1
ERI,MAL,MNG,0,0,0,0,0
ERI,MAL,MNE,..,..,..,..,..
ERI,MAL,MSR,0,0,0,0,0
ERI,MAL,MAR,6,2,1,0,0
ERI,MAL,MOZ,0,0,0,0,3
ERI,MAL,MMR,7,7,4,2,1
ERI,MAL,NAM,0,0,0,0,0
ERI,MAL,NRU,0,0,0,0,0
ERI,MAL,NPL,0,0,0,0,0
ERI,MAL,NLD,0,26,65,167,229
ERI,MAL,ANT,0,0,0,0,0
ERI,MAL,NCL,0,3,0,0,2
ERI,MAL,NZL,2,8,22,17,33
ERI,MAL,NIC,0,0,0,0,0
ERI,MAL,NER,0,0,0,8,19
ERI,MAL,NGA,0,62,628,235,380
ERI,MAL,NIU,0,0,0,0,0
ERI,MAL,NFK,0,0,0,0,0
ERI,MAL,MNP,0,0,0,0,0
ERI,MAL,NOR,0,18,45,181,504
ERI,MAL,OMN,16,23,54,158,234
ERI,MAL,PAK,0,3,3,2,2
ERI,MAL,PLW,0,0,0,0,0
ERI,MAL,PAN,0,0,0,0,0
ERI,MAL,PNG,0,1,1,1,0
ERI,MAL,PRY,0,0,0,0,0
ERI,MAL,PER,0,0,0,0,0
ERI,MAL,PHL,3,1,12,1,8
ERI,MAL,POL,0,0,0,1,2
ERI,MAL,PRT,0,0,0,0,0
ERI,MAL,PRI,0,0,0,0,0
ERI,MAL,QAT,5,11,74,51,1007
ERI,MAL,REU,0,0,0,0,0
ERI,MAL,ROU,0,0,0,0,0
ERI,MAL,RUS,0,0,0,0,0
ERI,MAL,RWA,0,20,25,26,437
ERI,MAL,SHN,0,0,0,0,0
ERI,MAL,SPM,0,0,0,0,0
ERI,MAL,WSM,0,0,0,0,0
ERI,MAL,SMR,0,0,0,0,0
ERI,MAL,STP,2,2,2,3,3
ERI,MAL,SAU,180,1079,5822,15970,15898
ERI,MAL,SEN,0,0,0,0,0
ERI,MAL,SRB,..,..,..,..,..
ERI,MAL,SCG,0,0,0,0,0
ERI,MAL,SYC,0,0,0,0,0
ERI,MAL,SLE,0,0,0,0,0
ERI,MAL,SGP,0,0,0,0,0
ERI,MAL,SVK,0,0,0,0,0
ERI,MAL,SVN,0,0,0,0,0
ERI,MAL,SLB,0,0,0,0,0
ERI,MAL,SOM,28,9,248,276,1
ERI,MAL,ZAF,0,6,12,15,136
ERI,MAL,ESP,0,0,0,22,8
ERI,MAL,LKA,0,0,0,0,0
ERI,MAL,KNA,0,0,0,0,0
ERI,MAL,LCA,0,0,0,0,0
ERI,MAL,VCT,0,0,0,0,0
ERI,MAL,SDN,65,59,76,109,132
ERI,MAL,SUR,0,0,0,0,0
ERI,MAL,SWZ,0,0,0,0,0
ERI,MAL,SWE,7,41,230,1130,1585
ERI,MAL,CHE,21,7,33,25,653
ERI,MAL,SYR,278,82,110,156,204
ERI,MAL,TWN,0,0,0,0,0
ERI,MAL,TJK,0,0,0,0,0
ERI,MAL,TZA,0,0,2,5,1
ERI,MAL,THA,0,0,21,41,140
ERI,MAL,TLS,0,0,0,0,0
ERI,MAL,TGO,0,0,0,0,0
ERI,MAL,TKL,0,0,0,0,0
ERI,MAL,TON,0,0,0,0,0
ERI,MAL,TTO,0,0,0,0,0
ERI,MAL,TUN,8,2,5,0,0
ERI,MAL,TUR,0,0,0,0,0
ERI,MAL,TKM,0,0,0,0,0
ERI,MAL,TCA,0,0,0,0,0
ERI,MAL,TUV,0,0,0,0,0
ERI,MAL,UGA,4,4,9,15,5
ERI,MAL,UKR,0,0,0,0,0
ERI,MAL,ARE,4,107,1034,1626,3083
ERI,MAL,GBR,8,27,50,4,1023
ERI,MAL,USA,172,309,1430,4908,8709
ERI,MAL,URY,0,0,0,0,0
ERI,MAL,UZB,0,0,0,0,0
ERI,MAL,VUT,0,0,0,0,0
ERI,MAL,VEN,0,0,2,1,13
ERI,MAL,VNM,0,0,0,0,5
ERI,MAL,VIR,0,0,0,0,0
ERI,MAL,VGB,0,0,0,0,0
ERI,MAL,WLF,0,0,0,0,0
ERI,MAL,PSE,63,76,90,118,182
ERI,MAL,YEM,0,0,0,0,0
ERI,MAL,ZMB,20,16,3,0,0
ERI,MAL,ZWE,28,26,24,23,21
ERI,TOT,AFG,0,0,0,0,0
ERI,TOT,ALB,0,0,0,0,0
ERI,TOT,DZA,7,3,2,2,1
ERI,TOT,ASM,0,0,0,0,0
ERI,TOT,AND,0,0,0,2,2
ERI,TOT,AGO,0,0,0,0,0
ERI,TOT,AIA,0,0,0,0,0
ERI,TOT,ATG,0,0,0,0,0
ERI,TOT,ARG,5,2,0,27,0
ERI,TOT,ARM,0,0,0,0,0
ERI,TOT,ABW,0,0,0,0,0
ERI,TOT,AUS,54,148,432,401,1584
ERI,TOT,AUT,15,10,17,31,15
ERI,TOT,AZE,0,0,0,0,0
ERI,TOT,BHS,0,0,0,0,0
ERI,TOT,BHR,6,24,28,6,206
ERI,TOT,BGD,0,0,0,0,0
ERI,TOT,BRB,0,0,0,0,0
ERI,TOT,BLR,0,0,0,0,0
ERI,TOT,BEL,13,19,25,122,123
ERI,TOT,BLZ,0,0,0,0,0
ERI,TOT,BEN,7,9,12,16,27
ERI,TOT,BMU,0,0,0,0,4
ERI,TOT,BTN,0,0,0,0,0
ERI,TOT,BOL,0,0,0,0,1
ERI,TOT,BIH,0,0,0,0,0
ERI,TOT,BWA,0,0,0,0,0
ERI,TOT,BRA,12,3,7,21,24
ERI,TOT,BRN,0,0,0,0,0
ERI,TOT,BGR,0,0,0,0,0
ERI,TOT,BFA,0,0,0,0,0
ERI,TOT,BDI,0,0,0,4,4
ERI,TOT,KHM,0,0,0,0,0
ERI,TOT,CMR,0,0,0,11,10
ERI,TOT,CAN,166,937,1743,835,4698
ERI,TOT,CPV,0,0,0,0,0
ERI,TOT,CYM,0,0,0,0,0
ERI,TOT,CAF,400,220,476,8,2
ERI,TOT,TCD,1,1,2,2,2
ERI,TOT,CHI,..,..,..,..,..
ERI,TOT,CHL,0,1,0,4,2
ERI,TOT,CHN,0,0,0,3,11
ERI,TOT,COL,0,0,1,2,7
ERI,TOT,COM,0,0,0,0,0
ERI,TOT,COD,9,43018,27068,18705,15315
ERI,TOT,COG,383,644,99,164,30
ERI,TOT,COK,0,0,0,0,0
ERI,TOT,CRI,0,0,0,0,0
ERI,TOT,CIV,16,25,33,8,222
ERI,TOT,HRV,0,0,0,0,0
ERI,TOT,CUB,0,0,0,0,0
ERI,TOT,CYP,0,1,2,3,3
ERI,TOT,CZE,0,0,0,0,4
ERI,TOT,DNK,3,0,13,47,92
ERI,TOT,DJI,441,804,1619,2539,3259
ERI,TOT,DMA,0,0,0,0,0
ERI,TOT,DOM,0,0,0,0,0
ERI,TOT,ECU,0,0,0,0,0
ERI,TOT,EGY,24,202,397,477,371
ERI,TOT,SLV,0,0,0,0,0
ERI,TOT,GNQ,4,9,45,24,39
ERI,TOT,ERI,0,0,0,0,0
ERI,TOT,EST,0,0,0,0,0
ERI,TOT,ETH,230750,219497,230751,242582,255018
ERI,TOT,FRO,0,0,0,0,0
ERI,TOT,FLK,0,0,0,0,0
ERI,TOT,FJI,2,1,0,0,0
ERI,TOT,FIN,0,0,0,3,11
ERI,TOT,FRA,118,283,2,4,199
ERI,TOT,GUF,0,0,0,0,1
ERI,TOT,PYF,0,0,0,2,7
ERI,TOT,GAB,1986,449,243,45,68
ERI,TOT,GMB,28,229,149,568,820
ERI,TOT,GEO,0,0,0,0,0
ERI,TOT,DEU,84,81,72,3571,1678
ERI,TOT,GHA,6,0,0,5,9
ERI,TOT,GIB,0,0,0,0,0
ERI,TOT,GRC,3,39,24,192,85
ERI,TOT,GRL,0,0,0,0,0
ERI,TOT,GRD,0,0,0,0,0
ERI,TOT,GLP,0,0,0,0,0
ERI,TOT,GUM,0,4,0,0,0
ERI,TOT,GTM,0,0,0,0,0
ERI,TOT,GIN,0,0,0,2,6
ERI,TOT,GNB,0,0,0,0,0
ERI,TOT,GUY,0,0,0,0,0
ERI,TOT,HTI,0,0,0,0,0
ERI,TOT,HND,0,0,0,0,0
ERI,TOT,HKG,0,1,0,0,3
ERI,TOT,HUN,1,5,4,4,4
ERI,TOT,ISL,0,0,0,0,0
ERI,TOT,IND,21,85,25,39,43
ERI,TOT,IDN,11,7,7,9,311
ERI,TOT,IRN,3,4,17,41,34
ERI,TOT,IRQ,0,0,0,0,0
ERI,TOT,IRL,0,0,1,1,12
ERI,TOT,IMN,..,..,..,..,..
ERI,TOT,ISR,1,1,2,14,30
ERI,TOT,ITA,58,89,7705,9035,7441
ERI,TOT,JAM,0,0,0,0,0
ERI,TOT,JPN,0,3,6,55,156
ERI,TOT,JOR,33,17,28,90,74
ERI,TOT,KAZ,0,0,0,0,0
ERI,TOT,KEN,3,594,772,960,20
ERI,TOT,KIR,0,0,0,0,0
ERI,TOT,PRK,0,0,0,0,0
ERI,TOT,KOR,0,0,0,0,0
ERI,TOT,XKX,..,..,..,..,..
ERI,TOT,KWT,20,287,93,430,406
ERI,TOT,KGZ,0,0,0,0,4
ERI,TOT,LAO,0,0,0,0,0
ERI,TOT,LVA,0,0,0,0,0
ERI,TOT,LBN,7,3,7,48,1016
ERI,TOT,LSO,0,0,0,0,0
ERI,TOT,LBR,0,0,0,0,0
ERI,TOT,LBY,0,4,11,16,19
ERI,TOT,LIE,0,0,0,0,0
ERI,TOT,LTU,0,0,0,0,0
ERI,TOT,LUX,0,0,1,6,0
ERI,TOT,MAC,0,0,0,0,0
ERI,TOT,MKD,0,0,0,5,6
ERI,TOT,MDG,285,164,384,28,25
ERI,TOT,MWI,0,0,28,28,27
ERI,TOT,MYS,0,0,0,0,1
ERI,TOT,MDV,0,0,0,0,0
ERI,TOT,MLI,0,0,0,0,0
ERI,TOT,MLT,0,0,0,0,0
ERI,TOT,MHL,0,0,0,0,0
ERI,TOT,MTQ,0,0,0,0,0
ERI,TOT,MRT,0,0,0,20,23
ERI,TOT,MUS,0,0,0,0,0
ERI,TOT,MYT,0,0,0,1,3
ERI,TOT,MEX,0,6,0,11,3
ERI,TOT,FSM,0,0,0,0,0
ERI,TOT,MDA,0,0,0,0,0
ERI,TOT,MCO,0,0,1,2,2
ERI,TOT,MNG,0,0,0,0,0
ERI,TOT,MNE,..,..,..,..,..
ERI,TOT,MSR,0,0,0,0,0
ERI,TOT,MAR,11,4,2,2,2
ERI,TOT,MOZ,0,0,0,1,6
ERI,TOT,MMR,13,13,8,3,2
ERI,TOT,NAM,0,0,0,0,0
ERI,TOT,NRU,0,0,0,0,0
ERI,TOT,NPL,0,0,0,0,0
ERI,TOT,NLD,0,33,92,264,437
ERI,TOT,ANT,0,0,0,0,0
ERI,TOT,NCL,0,5,0,2,4
ERI,TOT,NZL,4,15,44,36,71
ERI,TOT,NIC,0,0,0,0,0
ERI,TOT,NER,0,0,0,13,30
ERI,TOT,NGA,0,117,1203,467,783
ERI,TOT,NIU,0,0,0,0,0
ERI,TOT,NFK,0,0,0,0,0
ERI,TOT,MNP,0,0,0,0,0
ERI,TOT,NOR,0,31,71,272,930
ERI,TOT,OMN,35,51,118,341,503
ERI,TOT,PAK,2,5,4,3,3
ERI,TOT,PLW,0,0,0,0,0
ERI,TOT,PAN,0,0,0,0,0
ERI,TOT,PNG,0,2,3,2,2
ERI,TOT,PRY,0,0,0,0,0
ERI,TOT,PER,0,0,0,0,0
ERI,TOT,PHL,5,4,20,3,16
ERI,TOT,POL,0,0,0,1,2
ERI,TOT,PRT,0,0,0,0,0
ERI,TOT,PRI,0,0,0,0,0
ERI,TOT,QAT,7,14,101,80,1519
ERI,TOT,REU,0,0,0,1,2
ERI,TOT,ROU,0,0,0,0,0
ERI,TOT,RUS,0,0,0,0,0
ERI,TOT,RWA,0,36,45,62,735
ERI,TOT,SHN,0,0,0,0,0
ERI,TOT,SPM,0,0,0,0,0
ERI,TOT,WSM,0,0,0,0,0
ERI,TOT,SMR,0,0,0,0,0
ERI,TOT,STP,4,4,4,5,5
ERI,TOT,SAU,372,2092,10669,27798,30072
ERI,TOT,SEN,0,0,0,0,0
ERI,TOT,SRB,..,..,..,..,..
ERI,TOT,SCG,0,0,1,0,1
ERI,TOT,SYC,0,0,0,0,0
ERI,TOT,SLE,0,0,0,0,0
ERI,TOT,SGP,0,0,0,0,0
ERI,TOT,SVK,0,0,0,0,0
ERI,TOT,SVN,0,0,0,0,0
ERI,TOT,SLB,0,0,0,0,0
ERI,TOT,SOM,45,16,466,541,2
ERI,TOT,ZAF,0,10,20,23,226
ERI,TOT,ESP,0,0,0,39,11
ERI,TOT,LKA,0,0,0,0,0
ERI,TOT,KNA,0,0,0,0,0
ERI,TOT,LCA,0,0,0,0,0
ERI,TOT,VCT,0,0,0,0,0
ERI,TOT,SDN,124,118,151,213,256
ERI,TOT,SUR,0,0,0,0,0
ERI,TOT,SWZ,0,0,0,0,0
ERI,TOT,SWE,12,69,366,1914,3020
ERI,TOT,CHE,52,14,66,53,1378
ERI,TOT,SYR,555,158,217,307,403
ERI,TOT,TWN,0,0,0,0,0
ERI,TOT,TJK,0,0,0,0,0
ERI,TOT,TZA,0,0,3,9,2
ERI,TOT,THA,1,0,40,79,273
ERI,TOT,TLS,0,0,0,0,0
ERI,TOT,TGO,0,0,0,0,0
ERI,TOT,TKL,0,0,0,0,0
ERI,TOT,TON,0,0,0,0,0
ERI,TOT,TTO,0,0,0,0,0
ERI,TOT,TUN,15,2,11,0,0
ERI,TOT,TUR,0,0,0,1,0
ERI,TOT,TKM,0,0,0,0,0
ERI,TOT,TCA,0,0,0,0,0
ERI,TOT,TUV,0,0,0,0,0
ERI,TOT,UGA,6,6,14,25,7
ERI,TOT,UKR,0,0,0,0,0
ERI,TOT,ARE,5,142,1546,2869,4929
ERI,TOT,GBR,14,49,99,7,2108
ERI,TOT,USA,345,694,2592,8526,17438
ERI,TOT,URY,0,0,0,0,0
ERI,TOT,UZB,0,0,0,0,0
ERI,TOT,VUT,0,0,0,0,0
ERI,TOT,VEN,1,0,4,2,25
ERI,TOT,VNM,0,0,0,0,8
ERI,TOT,VIR,0,0,0,0,0
ERI,TOT,VGB,0,0,0,0,0
ERI,TOT,WLF,0,0,0,0,0
ERI,TOT,PSE,116,138,163,215,332
ERI,TOT,YEM,0,0,0,1,1
ERI,TOT,ZMB,35,28,6,0,0
ERI,TOT,ZWE,49,63,59,56,51
EST,FEM,AFG,0,0,0,0,0
EST,FEM,ALB,2,2,2,2,2
EST,FEM,DZA,0,0,0,0,0
EST,FEM,ASM,0,0,0,0,0
EST,FEM,AND,0,0,0,1,2
EST,FEM,AGO,2,0,0,0,0
EST,FEM,AIA,0,0,0,0,0
EST,FEM,ATG,0,0,0,0,0
EST,FEM,ARG,97,71,48,78,9
EST,FEM,ARM,0,0,0,81,396
EST,FEM,ABW,0,0,0,0,0
EST,FEM,AUS,3435,4422,3068,1782,1298
EST,FEM,AUT,15,23,8,0,63
EST,FEM,AZE,0,0,0,133,88
EST,FEM,BHS,0,0,0,0,0
EST,FEM,BHR,0,0,0,0,0
EST,FEM,BGD,0,0,0,0,0
EST,FEM,BRB,0,0,0,0,0
EST,FEM,BLR,0,0,0,1772,1148
EST,FEM,BEL,122,56,22,22,128
EST,FEM,BLZ,0,0,0,0,0
EST,FEM,BEN,0,0,0,0,0
EST,FEM,BMU,1,1,2,1,2
EST,FEM,BTN,0,0,0,0,0
EST,FEM,BOL,0,0,0,0,4
EST,FEM,BIH,2,2,4,18,14
EST,FEM,BWA,0,0,0,0,0
EST,FEM,BRA,74,57,38,24,0
EST,FEM,BRN,0,0,0,0,0
EST,FEM,BGR,6,6,6,6,30
EST,FEM,BFA,0,0,0,0,0
EST,FEM,BDI,0,0,0,0,0
EST,FEM,KHM,0,0,0,0,0
EST,FEM,CMR,0,0,0,0,0
EST,FEM,CAN,3769,3253,2815,3030,3582
EST,FEM,CPV,0,0,0,0,0
EST,FEM,CYM,0,0,0,0,0
EST,FEM,CAF,0,0,0,0,0
EST,FEM,TCD,0,0,0,0,0
EST,FEM,CHI,..,..,..,..,..
EST,FEM,CHL,31,18,11,10,22
EST,FEM,CHN,0,0,0,0,0
EST,FEM,COL,2,4,6,8,10
EST,FEM,COM,0,0,0,0,0
EST,FEM,COD,0,0,0,0,0
EST,FEM,COG,0,0,0,1,0
EST,FEM,COK,0,0,0,0,0
EST,FEM,CRI,0,0,0,0,2
EST,FEM,CIV,0,0,0,0,0
EST,FEM,HRV,11,12,22,5,38
EST,FEM,CUB,3,3,1,0,0
EST,FEM,CYP,2,6,9,12,9
EST,FEM,CZE,49,54,60,395,40
EST,FEM,DNK,40,133,99,84,422
EST,FEM,DJI,0,0,0,0,0
EST,FEM,DMA,0,0,0,0,0
EST,FEM,DOM,0,0,0,0,0
EST,FEM,ECU,0,0,0,0,2
EST,FEM,EGY,0,0,2,0,6
EST,FEM,SLV,0,0,0,0,0
EST,FEM,GNQ,0,0,0,0,0
EST,FEM,ERI,0,0,0,0,0
EST,FEM,EST,0,0,0,0,0
EST,FEM,ETH,0,0,0,0,0
EST,FEM,FRO,0,0,0,0,0
EST,FEM,FLK,0,0,0,0,0
EST,FEM,FJI,9,5,0,0,0
EST,FEM,FIN,6628,4966,4415,2953,19322
EST,FEM,FRA,4164,1529,514,8,7448
EST,FEM,GUF,0,0,0,0,0
EST,FEM,PYF,0,0,0,2,0
EST,FEM,GAB,0,0,0,0,0
EST,FEM,GMB,0,0,0,0,0
EST,FEM,GEO,0,0,0,352,223
EST,FEM,DEU,3116,3115,3731,18447,24800
EST,FEM,GHA,0,0,0,0,0
EST,FEM,GIB,0,0,0,0,0
EST,FEM,GRC,2,0,9,13,33
EST,FEM,GRL,0,0,0,0,0
EST,FEM,GRD,0,0,0,0,0
EST,FEM,GLP,0,0,0,0,0
EST,FEM,GUM,2,3,0,2,2
EST,FEM,GTM,0,0,0,0,0
EST,FEM,GIN,0,1,2,0,0
EST,FEM,GNB,0,0,0,0,0
EST,FEM,GUY,0,0,0,0,0
EST,FEM,HTI,0,0,0,0,0
EST,FEM,HND,0,0,0,0,0
EST,FEM,HKG,3,8,0,8,8
EST,FEM,HUN,84,499,470,416,402
EST,FEM,ISL,0,0,1,3,21
EST,FEM,IND,3,3,2,7,2
EST,FEM,IDN,0,0,0,0,0
EST,FEM,IRN,0,0,0,0,0
EST,FEM,IRQ,0,0,0,0,0
EST,FEM,IRL,9,11,18,24,334
EST,FEM,IMN,..,..,..,..,..
EST,FEM,ISR,103,125,228,515,997
EST,FEM,ITA,122,114,127,57,348
EST,FEM,JAM,0,0,0,0,0
EST,FEM,JPN,0,0,0,0,0
EST,FEM,JOR,0,0,3,341,2
EST,FEM,KAZ,0,0,0,1325,1045
EST,FEM,KEN,0,0,0,0,0
EST,FEM,KIR,0,0,0,0,0
EST,FEM,PRK,0,0,0,0,0
EST,FEM,KOR,0,0,0,1,0
EST,FEM,XKX,..,..,..,..,..
EST,FEM,KWT,0,0,0,1,1
EST,FEM,KGZ,0,0,0,193,94
EST,FEM,LAO,0,0,0,0,0
EST,FEM,LVA,4662,3246,3154,2819,2202
EST,FEM,LBN,0,0,0,26,27
EST,FEM,LSO,0,0,0,0,0
EST,FEM,LBR,0,0,0,0,0
EST,FEM,LBY,0,0,0,0,0
EST,FEM,LIE,0,8,0,0,1
EST,FEM,LTU,0,0,0,868,570
EST,FEM,LUX,2,7,11,63,22
EST,FEM,MAC,0,0,0,0,0
EST,FEM,MKD,4,4,7,70,81
EST,FEM,MDG,0,0,0,0,0
EST,FEM,MWI,0,0,0,0,0
EST,FEM,MYS,0,0,0,0,0
EST,FEM,MDV,0,0,0,0,0
EST,FEM,MLI,1,1,1,0,0
EST,FEM,MLT,0,0,0,0,0
EST,FEM,MHL,0,0,0,0,0
EST,FEM,MTQ,0,0,0,0,0
EST,FEM,MRT,0,0,0,0,0
EST,FEM,MUS,0,0,0,0,0
EST,FEM,MYT,0,0,0,0,0
EST,FEM,MEX,22,24,3,16,5
EST,FEM,FSM,4,3,2,0,0
EST,FEM,MDA,0,0,0,331,271
EST,FEM,MCO,2,1,15,18,21
EST,FEM,MNG,0,0,0,0,0
EST,FEM,MNE,..,..,..,..,..
EST,FEM,MSR,0,0,0,0,0
EST,FEM,MAR,0,0,0,0,0
EST,FEM,MOZ,0,0,2,3,0
EST,FEM,MMR,0,0,0,0,0
EST,FEM,NAM,0,0,0,0,0
EST,FEM,NRU,0,0,0,0,0
EST,FEM,NPL,0,0,0,0,0
EST,FEM,NLD,344,64,55,15,132
EST,FEM,ANT,0,0,0,0,0
EST,FEM,NCL,0,0,0,0,1
EST,FEM,NZL,158,160,89,86,66
EST,FEM,NIC,0,0,0,0,0
EST,FEM,NER,0,0,0,0,0
EST,FEM,NGA,0,0,2,0,0
EST,FEM,NIU,0,0,0,0,0
EST,FEM,NFK,0,0,0,0,0
EST,FEM,MNP,0,0,0,0,0
EST,FEM,NOR,31,32,32,31,256
EST,FEM,OMN,0,0,0,0,0
EST,FEM,PAK,0,0,0,0,0
EST,FEM,PLW,0,0,0,0,0
EST,FEM,PAN,0,0,0,1,1
EST,FEM,PNG,3,8,0,0,0
EST,FEM,PRY,1,4,2,2,0
EST,FEM,PER,0,0,1,1,0
EST,FEM,PHL,0,0,0,0,0
EST,FEM,POL,1052,904,633,410,221
EST,FEM,PRT,0,0,1,4,30
EST,FEM,PRI,0,0,0,0,0
EST,FEM,QAT,0,2,7,24,23
EST,FEM,REU,0,0,0,0,0
EST,FEM,ROU,12,10,7,5,22
EST,FEM,RUS,0,48532,42798,35748,36795
EST,FEM,RWA,0,0,0,0,0
EST,FEM,SHN,0,0,0,0,0
EST,FEM,SPM,0,0,0,0,0
EST,FEM,WSM,0,0,0,0,0
EST,FEM,SMR,0,0,0,0,0
EST,FEM,STP,0,0,0,0,0
EST,FEM,SAU,0,0,2,5,5
EST,FEM,SEN,0,0,0,0,0
EST,FEM,SRB,..,..,..,..,..
EST,FEM,SCG,21,22,41,31,120
EST,FEM,SYC,0,0,0,0,0
EST,FEM,SLE,0,0,0,0,0
EST,FEM,SGP,0,0,0,0,0
EST,FEM,SVK,20,22,24,69,7
EST,FEM,SVN,1,1,3,2,9
EST,FEM,SLB,0,0,0,0,0
EST,FEM,SOM,0,0,0,0,0
EST,FEM,ZAF,42,52,62,31,24
EST,FEM,ESP,22,37,64,5,93
EST,FEM,LKA,0,0,0,0,0
EST,FEM,KNA,0,0,0,0,0
EST,FEM,LCA,0,0,0,0,0
EST,FEM,VCT,0,0,0,0,0
EST,FEM,SDN,0,0,0,0,0
EST,FEM,SUR,0,0,0,0,0
EST,FEM,SWZ,0,0,0,0,0
EST,FEM,SWE,6927,1720,1576,7423,7872
EST,FEM,CHE,48,6,44,952,88
EST,FEM,SYR,0,2,1,2,2
EST,FEM,TWN,0,0,0,0,0
EST,FEM,TJK,0,0,0,308,235
EST,FEM,TZA,0,0,0,0,0
EST,FEM,THA,0,0,0,0,0
EST,FEM,TLS,0,0,0,0,0
EST,FEM,TGO,0,0,0,0,0
EST,FEM,TKL,0,0,0,0,0
EST,FEM,TON,0,0,0,1,0
EST,FEM,TTO,0,0,0,0,0
EST,FEM,TUN,0,0,0,0,0
EST,FEM,TUR,18,16,12,16,72
EST,FEM,TKM,0,0,0,205,152
EST,FEM,TCA,0,0,0,0,0
EST,FEM,TUV,0,0,0,0,0
EST,FEM,UGA,0,0,0,0,0
EST,FEM,UKR,0,6519,5863,6002,11311
EST,FEM,ARE,0,0,1,3,4
EST,FEM,GBR,802,600,402,318,26
EST,FEM,USA,13703,10580,12788,10742,6399
EST,FEM,URY,11,21,8,5,3
EST,FEM,UZB,0,0,0,847,699
EST,FEM,VUT,0,0,0,0,0
EST,FEM,VEN,0,3,2,0,31
EST,FEM,VNM,0,0,0,0,0
EST,FEM,VIR,0,0,0,0,0
EST,FEM,VGB,0,0,0,0,0
EST,FEM,WLF,0,0,0,0,0
EST,FEM,PSE,2,2,3,4,6
EST,FEM,YEM,0,1,1,2,2
EST,FEM,ZMB,0,0,2,0,0
EST,FEM,ZWE,1,3,3,2,2
EST,MAL,AFG,0,0,0,0,0
EST,MAL,ALB,0,0,0,1,1
EST,MAL,DZA,0,0,0,0,0
EST,MAL,ASM,0,0,0,0,0
EST,MAL,AND,0,0,0,0,1
EST,MAL,AGO,2,0,0,0,0
EST,MAL,AIA,0,0,0,0,0
EST,MAL,ATG,0,0,0,0,0
EST,MAL,ARG,109,79,54,44,7
EST,MAL,ARM,0,0,0,67,292
EST,MAL,ABW,0,0,0,0,0
EST,MAL,AUS,3309,4359,2841,1490,1065
EST,MAL,AUT,20,16,6,0,14
EST,MAL,AZE,0,0,0,110,71
EST,MAL,BHS,0,0,0,0,0
EST,MAL,BHR,0,0,0,0,0
EST,MAL,BGD,0,0,0,0,0
EST,MAL,BRB,0,0,0,0,0
EST,MAL,BLR,0,0,0,1474,1121
EST,MAL,BEL,180,83,28,24,89
EST,MAL,BLZ,0,0,0,0,0
EST,MAL,BEN,0,0,0,0,0
EST,MAL,BMU,1,3,1,2,3
EST,MAL,BTN,0,0,0,0,0
EST,MAL,BOL,0,0,0,0,2
EST,MAL,BIH,1,1,2,14,11
EST,MAL,BWA,0,0,0,0,0
EST,MAL,BRA,74,53,30,19,2
EST,MAL,BRN,0,0,0,0,0
EST,MAL,BGR,1,1,1,1,7
EST,MAL,BFA,0,0,0,0,0
EST,MAL,BDI,0,0,0,0,0
EST,MAL,KHM,0,0,0,0,0
EST,MAL,CMR,0,0,0,0,0
EST,MAL,CAN,4474,3680,2917,2703,2941
EST,MAL,CPV,0,0,0,0,0
EST,MAL,CYM,0,0,0,0,0
EST,MAL,CAF,0,0,0,0,0
EST,MAL,TCD,0,0,0,0,0
EST,MAL,CHI,..,..,..,..,..
EST,MAL,CHL,34,19,11,16,23
EST,MAL,CHN,1,0,0,0,1
EST,MAL,COL,3,4,4,5,8
EST,MAL,COM,0,0,0,0,0
EST,MAL,COD,0,0,0,0,0
EST,MAL,COG,0,0,0,0,0
EST,MAL,COK,0,0,0,0,0
EST,MAL,CRI,0,0,0,0,0
EST,MAL,CIV,0,0,0,0,0
EST,MAL,HRV,11,11,19,2,35
EST,MAL,CUB,2,2,0,0,0
EST,MAL,CYP,1,4,6,8,5
EST,MAL,CZE,34,37,41,322,21
