ISO_pais_origen,Gender_Code,ISO_pais_destino,1960 [1960],1970 [1970],1980 [1980],1990 [1990],2000 [2000]
AFG,FEM,AFG,0,0,0,0,0
AFG,FEM,ALB,0,0,0,0,0
AFG,FEM,DZA,22,8,6,5,4
AFG,FEM,ASM,0,0,0,0,0
AFG,FEM,AND,0,0,0,2,3
AFG,FEM,AGO,0,0,0,0,0
AFG,FEM,AIA,0,0,0,0,0
AFG,FEM,ATG,0,0,0,0,0
AFG,FEM,ARG,2,4,6,20,0
AFG,FEM,ARM,0,0,0,0,4
AFG,FEM,ABW,0,0,0,0,0
AFG,FEM,AUS,16,31,350,1236,4449
AFG,FEM,AUT,19,64,105,149,854
AFG,FEM,AZE,0,0,0,0,0
AFG,FEM,BHS,0,0,0,0,0
AFG,FEM,BHR,22,32,2694,6227,10054
AFG,FEM,BGD,49,40,25,12,13
AFG,FEM,BRB,0,0,0,0,0
AFG,FEM,BLR,0,0,0,0,0
AFG,FEM,BEL,7,34,15,120,111
AFG,FEM,BLZ,0,0,0,0,1
AFG,FEM,BEN,0,0,0,0,0
AFG,FEM,BMU,0,0,1,0,2
AFG,FEM,BTN,0,0,0,0,0
AFG,FEM,BOL,0,0,0,0,0
AFG,FEM,BIH,0,0,0,1,0
AFG,FEM,BWA,0,0,0,0,0
AFG,FEM,BRA,3,0,0,15,11
AFG,FEM,BRN,0,0,0,0,0
AFG,FEM,BGR,53,55,56,56,260
AFG,FEM,BFA,0,0,0,0,0
AFG,FEM,BDI,0,0,0,0,0
AFG,FEM,KHM,1,1,0,0,0
AFG,FEM,CMR,0,0,0,0,0
AFG,FEM,CAN,108,1474,2909,655,10707
AFG,FEM,CPV,0,0,0,0,0
AFG,FEM,CYM,0,0,0,0,0
AFG,FEM,CAF,0,0,0,0,0
AFG,FEM,TCD,0,0,0,0,0
AFG,FEM,CHI,..,..,..,..,..
AFG,FEM,CHL,0,0,0,0,3
AFG,FEM,CHN,10,4,0,3,42
AFG,FEM,COL,0,0,0,1,39
AFG,FEM,COM,0,0,0,0,0
AFG,FEM,COD,9,4,2,2,1
AFG,FEM,COG,0,0,0,0,0
AFG,FEM,COK,0,0,0,0,0
AFG,FEM,CRI,0,0,14,9,2
AFG,FEM,CIV,0,0,0,0,0
AFG,FEM,HRV,0,0,0,4,0
AFG,FEM,CUB,0,0,0,0,0
AFG,FEM,CYP,2,5,9,12,1
AFG,FEM,CZE,1,1,2,10,65
AFG,FEM,DNK,8,5,13,154,1866
AFG,FEM,DJI,0,0,0,0,0
AFG,FEM,DMA,0,0,0,0,0
AFG,FEM,DOM,0,0,0,0,0
AFG,FEM,ECU,0,0,0,0,7
AFG,FEM,EGY,604,2050,3789,51,62
AFG,FEM,SLV,3,0,0,0,0
AFG,FEM,GNQ,0,0,0,0,0
AFG,FEM,ERI,0,0,0,0,0
AFG,FEM,EST,0,0,0,0,0
AFG,FEM,ETH,0,0,0,0,0
AFG,FEM,FRO,3,4,5,5,0
AFG,FEM,FLK,0,0,0,0,0
AFG,FEM,FJI,2,2,2,3,4
AFG,FEM,FIN,0,1,2,4,170
AFG,FEM,FRA,844,86,55,22,1510
AFG,FEM,GUF,0,0,0,0,0
AFG,FEM,PYF,0,0,0,0,0
AFG,FEM,GAB,0,0,0,0,0
AFG,FEM,GMB,0,0,0,0,0
AFG,FEM,GEO,0,0,0,0,0
AFG,FEM,DEU,72,91,232,6069,7573
AFG,FEM,GHA,0,2,0,3,6
AFG,FEM,GIB,0,0,0,0,0
AFG,FEM,GRC,5,13,23,94,61
AFG,FEM,GRL,0,0,0,0,0
AFG,FEM,GRD,0,0,0,0,0
AFG,FEM,GLP,0,0,0,0,0
AFG,FEM,GUM,1,5,0,3,2
AFG,FEM,GTM,0,0,0,0,0
AFG,FEM,GIN,0,0,0,0,0
AFG,FEM,GNB,0,0,0,0,0
AFG,FEM,GUY,0,0,0,0,0
AFG,FEM,HTI,0,0,0,0,0
AFG,FEM,HND,0,0,0,0,1
AFG,FEM,HKG,27,29,1,21,461
AFG,FEM,HUN,26,48,44,38,37
AFG,FEM,ISL,0,0,0,0,0
AFG,FEM,IND,655,731,2164,6676,4704
AFG,FEM,IDN,12,8,7,8,7
AFG,FEM,IRN,21205,35415,126455,288307,309799
AFG,FEM,IRQ,123,70,38,20,0
AFG,FEM,IRL,2,4,6,6,41
AFG,FEM,IMN,..,..,..,..,..
AFG,FEM,ISR,8,10,10,82,195
AFG,FEM,ITA,91,120,133,914,39
AFG,FEM,JAM,0,0,0,0,0
AFG,FEM,JPN,0,2,5,44,68
AFG,FEM,JOR,14,27,88,38,29
AFG,FEM,KAZ,0,0,0,0,0
AFG,FEM,KEN,3,30,24,18,0
AFG,FEM,KIR,0,0,0,0,0
AFG,FEM,PRK,0,0,0,0,4
AFG,FEM,KOR,0,0,0,0,0
AFG,FEM,XKX,..,..,..,..,..
AFG,FEM,KWT,107,136,38,44870,36044
AFG,FEM,KGZ,0,0,0,0,407
AFG,FEM,LAO,0,0,0,0,0
AFG,FEM,LVA,0,0,0,0,3
AFG,FEM,LBN,11,22,30,24831,11670
AFG,FEM,LSO,0,0,0,0,0
AFG,FEM,LBR,0,0,0,0,0
AFG,FEM,LBY,18,125,290,427,511
AFG,FEM,LIE,0,0,0,0,0
AFG,FEM,LTU,0,0,0,0,13
AFG,FEM,LUX,0,0,2,13,0
AFG,FEM,MAC,0,0,1,2,2
AFG,FEM,MKD,0,0,0,14,16
AFG,FEM,MDG,0,0,0,2,2
AFG,FEM,MWI,0,0,0,0,0
AFG,FEM,MYS,0,3,10,30,43
AFG,FEM,MDV,0,2,0,2,2
AFG,FEM,MLI,0,0,0,0,0
AFG,FEM,MLT,0,0,0,0,2
AFG,FEM,MHL,0,0,0,0,0
AFG,FEM,MTQ,0,0,0,0,0
AFG,FEM,MRT,0,0,0,1,1
AFG,FEM,MUS,0,0,0,0,0
AFG,FEM,MYT,0,0,0,0,0
AFG,FEM,MEX,6,7,2,0,0
AFG,FEM,FSM,0,0,0,0,0
AFG,FEM,MDA,0,0,0,0,0
AFG,FEM,MCO,0,0,3,4,4
AFG,FEM,MNG,0,0,0,0,0
AFG,FEM,MNE,..,..,..,..,..
AFG,FEM,MSR,0,0,0,0,0
AFG,FEM,MAR,30,9,5,4,4
AFG,FEM,MOZ,0,0,0,0,0
AFG,FEM,MMR,6,6,4,3,3
AFG,FEM,NAM,0,0,0,0,0
AFG,FEM,NRU,0,0,0,0,0
AFG,FEM,NPL,0,8,11,0,38
AFG,FEM,NLD,0,0,0,0,11431
AFG,FEM,ANT,0,0,0,0,0
AFG,FEM,NCL,0,0,0,0,2
AFG,FEM,NZL,8,36,64,132,313
AFG,FEM,NIC,4,7,8,9,10
AFG,FEM,NER,0,0,0,0,0
AFG,FEM,NGA,0,0,0,0,0
AFG,FEM,NIU,0,0,0,0,0
AFG,FEM,NFK,0,0,0,0,0
AFG,FEM,MNP,0,0,0,5,5
AFG,FEM,NOR,0,0,3,68,292
AFG,FEM,OMN,25,36,83,240,351
AFG,FEM,PAK,9705,10122,7916,6212,4981
AFG,FEM,PLW,0,0,0,0,0
AFG,FEM,PAN,0,0,0,13,0
AFG,FEM,PNG,0,0,5,4,2
AFG,FEM,PRY,0,0,0,0,2
AFG,FEM,PER,0,0,0,2,2
AFG,FEM,PHL,5,5,17,11,388
AFG,FEM,POL,1,1,8,15,20
AFG,FEM,PRT,0,2,5,0,0
AFG,FEM,PRI,0,0,0,0,0
AFG,FEM,QAT,5,60,194,21914,8233
AFG,FEM,REU,0,0,0,0,0
AFG,FEM,ROU,0,0,0,0,0
AFG,FEM,RUS,0,0,0,0,153
AFG,FEM,RWA,0,0,0,0,0
AFG,FEM,SHN,0,0,0,0,0
AFG,FEM,SPM,0,0,0,0,0
AFG,FEM,WSM,0,0,0,0,0
AFG,FEM,SMR,0,0,0,0,0
AFG,FEM,STP,0,0,0,0,0
AFG,FEM,SAU,61,319,1504,3618,4434
AFG,FEM,SEN,0,0,0,0,0
AFG,FEM,SRB,..,..,..,..,..
AFG,FEM,SCG,1,1,3,0,3
AFG,FEM,SYC,0,0,0,0,0
AFG,FEM,SLE,0,0,0,0,0
AFG,FEM,SGP,1,2,5,14,124
AFG,FEM,SVK,0,0,0,2,7
AFG,FEM,SVN,0,0,0,0,0
AFG,FEM,SLB,0,0,0,0,0
AFG,FEM,SOM,0,0,0,0,0
AFG,FEM,ZAF,1,1,0,0,0
AFG,FEM,ESP,0,0,0,56,41
AFG,FEM,LKA,6,13,68,47,40
AFG,FEM,KNA,0,0,0,0,0
AFG,FEM,LCA,0,0,0,0,0
AFG,FEM,VCT,0,0,0,0,0
AFG,FEM,SDN,2,2,2,4,5
AFG,FEM,SUR,0,0,0,0,0
AFG,FEM,SWZ,0,0,0,0,0
AFG,FEM,SWE,11,19,74,178,1886
AFG,FEM,CHE,95,63,62,230,1076
AFG,FEM,SYR,322,3258,2235,3172,4182
AFG,FEM,TWN,0,0,0,0,0
AFG,FEM,TJK,0,0,0,785,601
AFG,FEM,TZA,9,9,3,3,3
AFG,FEM,THA,0,2,43,85,289
AFG,FEM,TLS,0,0,0,0,0
AFG,FEM,TGO,0,0,0,0,0
AFG,FEM,TKL,0,0,0,0,0
AFG,FEM,TON,0,0,0,2,0
AFG,FEM,TTO,0,0,0,0,0
AFG,FEM,TUN,38,4,32,63,59
AFG,FEM,TUR,275,1260,1794,3549,4144
AFG,FEM,TKM,0,0,0,0,0
AFG,FEM,TCA,0,0,0,0,0
AFG,FEM,TUV,0,0,0,0,0
AFG,FEM,UGA,0,0,0,0,0
AFG,FEM,UKR,0,0,0,0,107
AFG,FEM,ARE,2,88,1379,3622,5139
AFG,FEM,GBR,80,22,285,8,3
AFG,FEM,USA,120,101,1989,13407,21776
AFG,FEM,URY,0,0,0,0,0
AFG,FEM,UZB,0,0,0,0,0
AFG,FEM,VUT,0,0,0,0,0
AFG,FEM,VEN,2,0,4,5,4
AFG,FEM,VNM,0,0,0,0,7
AFG,FEM,VIR,0,0,0,0,0
AFG,FEM,VGB,0,0,0,0,0
AFG,FEM,WLF,0,0,0,0,0
AFG,FEM,PSE,20,24,28,37,57
AFG,FEM,YEM,469,581,719,890,1041
AFG,FEM,ZMB,0,0,1,0,0
AFG,FEM,ZWE,0,0,0,0,0
AFG,MAL,AFG,0,0,0,0,0
AFG,MAL,ALB,0,0,0,0,0
AFG,MAL,DZA,19,8,6,5,4
AFG,MAL,ASM,0,0,0,0,0
AFG,MAL,AND,0,0,1,3,3
AFG,MAL,AGO,0,0,0,0,0
AFG,MAL,AIA,0,0,0,0,0
AFG,MAL,ATG,0,0,0,0,0
AFG,MAL,ARG,4,5,6,0,0
AFG,MAL,ARM,0,0,0,0,3
AFG,MAL,ABW,0,0,0,0,0
AFG,MAL,AUS,26,40,399,1401,6679
AFG,MAL,AUT,28,84,112,118,1634
AFG,MAL,AZE,0,0,0,0,0
AFG,MAL,BHS,0,0,1,0,0
AFG,MAL,BHR,39,30,10690,16292,24366
AFG,MAL,BGD,102,79,107,132,145
AFG,MAL,BRB,0,0,0,0,0
AFG,MAL,BLR,0,0,0,0,0
AFG,MAL,BEL,9,58,26,109,98
AFG,MAL,BLZ,0,0,0,0,1
AFG,MAL,BEN,0,0,0,0,0
AFG,MAL,BMU,0,0,1,0,3
AFG,MAL,BTN,0,0,0,0,0
AFG,MAL,BOL,0,0,0,0,2
AFG,MAL,BIH,0,0,0,1,1
AFG,MAL,BWA,0,0,0,0,0
AFG,MAL,BRA,5,0,0,32,17
AFG,MAL,BRN,0,0,0,0,0
AFG,MAL,BGR,115,120,123,122,566
AFG,MAL,BFA,0,0,0,0,0
AFG,MAL,BDI,0,0,0,0,0
AFG,MAL,KHM,3,3,0,0,2
AFG,MAL,CMR,0,0,0,0,0
AFG,MAL,CAN,121,1533,2996,885,11263
AFG,MAL,CPV,0,0,0,0,0
AFG,MAL,CYM,0,0,0,0,0
AFG,MAL,CAF,0,0,0,0,0
AFG,MAL,TCD,0,0,0,0,0
AFG,MAL,CHI,..,..,..,..,..
AFG,MAL,CHL,0,0,0,0,12
AFG,MAL,CHN,14,5,0,5,24
AFG,MAL,COL,0,0,0,0,53
AFG,MAL,COM,0,0,0,0,0
AFG,MAL,COD,16,5,2,2,1
AFG,MAL,COG,0,0,0,0,0
AFG,MAL,COK,0,0,0,0,0
AFG,MAL,CRI,0,0,11,7,1
AFG,MAL,CIV,0,0,0,0,0
AFG,MAL,HRV,0,0,0,7,0
AFG,MAL,CUB,0,0,0,0,0
AFG,MAL,CYP,1,5,9,13,3
AFG,MAL,CZE,0,0,1,8,146
AFG,MAL,DNK,5,7,30,230,2331
AFG,MAL,DJI,0,0,0,0,0
AFG,MAL,DMA,0,0,0,0,0
AFG,MAL,DOM,0,2,3,5,7
AFG,MAL,ECU,0,0,0,0,11
AFG,MAL,EGY,847,1769,2642,126,215
AFG,MAL,SLV,3,0,0,0,0
AFG,MAL,GNQ,0,0,0,0,0
AFG,MAL,ERI,0,0,0,0,0
AFG,MAL,EST,0,0,0,0,0
AFG,MAL,ETH,0,0,0,0,0
AFG,MAL,FRO,4,6,8,8,0
AFG,MAL,FLK,0,0,0,0,0
AFG,MAL,FJI,7,5,4,4,5
AFG,MAL,FIN,0,0,2,0,152
AFG,MAL,FRA,923,91,55,29,1471
AFG,MAL,GUF,0,0,0,0,0
AFG,MAL,PYF,0,0,0,0,0
AFG,MAL,GAB,0,0,0,0,0
AFG,MAL,GMB,0,0,0,0,0
AFG,MAL,GEO,0,0,0,0,0
AFG,MAL,DEU,127,164,360,9806,7957
AFG,MAL,GHA,0,4,0,3,6
AFG,MAL,GIB,0,0,0,0,0
AFG,MAL,GRC,5,13,25,132,296
AFG,MAL,GRL,0,0,0,0,0
AFG,MAL,GRD,0,0,0,0,0
AFG,MAL,GLP,0,0,0,0,0
AFG,MAL,GUM,0,8,0,3,6
AFG,MAL,GTM,0,0,0,0,0
AFG,MAL,GIN,0,0,0,0,0
AFG,MAL,GNB,0,0,0,0,0
AFG,MAL,GUY,0,0,0,0,0
AFG,MAL,HTI,0,0,0,0,0
AFG,MAL,HND,0,0,0,0,2
AFG,MAL,HKG,40,36,2,11,137
AFG,MAL,HUN,73,68,58,48,45
AFG,MAL,ISL,0,0,0,1,0
AFG,MAL,IND,3171,3244,3233,7079,4967
AFG,MAL,IDN,12,7,8,11,10
AFG,MAL,IRN,21016,39661,157564,391967,452330
AFG,MAL,IRQ,204,131,80,48,0
AFG,MAL,IRL,3,4,7,9,52
AFG,MAL,IMN,..,..,..,..,..
AFG,MAL,ISR,8,9,9,107,234
AFG,MAL,ITA,89,104,144,609,163
AFG,MAL,JAM,0,0,0,0,0
AFG,MAL,JPN,0,3,5,82,138
AFG,MAL,JOR,8,22,82,26,32
AFG,MAL,KAZ,0,0,0,0,0
AFG,MAL,KEN,3,37,29,20,0
AFG,MAL,KIR,0,0,0,0,0
AFG,MAL,PRK,0,0,0,0,2
AFG,MAL,KOR,0,0,0,1,0
AFG,MAL,XKX,..,..,..,..,..
AFG,MAL,KWT,654,1187,1126,48691,52306
AFG,MAL,KGZ,0,0,0,0,767
AFG,MAL,LAO,0,0,0,0,0
AFG,MAL,LVA,0,0,0,0,29
AFG,MAL,LBN,18,27,72,20867,12048
AFG,MAL,LSO,0,0,0,0,0
AFG,MAL,LBR,0,0,0,0,0
AFG,MAL,LBY,18,101,283,417,499
AFG,MAL,LIE,0,0,0,0,0
AFG,MAL,LTU,0,0,0,0,22
AFG,MAL,LUX,0,0,2,12,1
AFG,MAL,MAC,2,0,2,2,2
AFG,MAL,MKD,0,0,0,10,12
AFG,MAL,MDG,0,0,0,0,0
AFG,MAL,MWI,0,0,0,0,0
AFG,MAL,MYS,0,4,11,35,60
AFG,MAL,MDV,2,3,0,3,2
AFG,MAL,MLI,0,0,0,0,0
AFG,MAL,MLT,0,0,0,0,3
AFG,MAL,MHL,0,0,0,1,0
AFG,MAL,MTQ,0,0,0,0,0
AFG,MAL,MRT,0,0,0,0,0
AFG,MAL,MUS,0,0,0,0,0
AFG,MAL,MYT,0,0,0,0,0
AFG,MAL,MEX,9,9,2,0,9
AFG,MAL,FSM,0,0,0,0,0
AFG,MAL,MDA,0,0,0,0,0
AFG,MAL,MCO,0,0,3,4,4
AFG,MAL,MNG,0,0,0,0,0
AFG,MAL,MNE,..,..,..,..,..
AFG,MAL,MSR,0,0,0,0,0
AFG,MAL,MAR,34,11,6,5,5
AFG,MAL,MOZ,0,0,0,0,0
AFG,MAL,MMR,6,6,4,4,3
AFG,MAL,NAM,0,0,0,0,0
AFG,MAL,NRU,0,2,3,2,0
AFG,MAL,NPL,0,10,13,0,36
AFG,MAL,NLD,0,0,0,0,15524
AFG,MAL,ANT,0,0,0,0,0
AFG,MAL,NCL,0,0,0,0,1
AFG,MAL,NZL,10,38,69,138,414
AFG,MAL,NIC,6,11,12,13,15
AFG,MAL,NER,0,0,0,0,0
AFG,MAL,NGA,0,0,1,0,0
AFG,MAL,NIU,0,0,0,0,0
AFG,MAL,NFK,0,0,0,0,0
AFG,MAL,MNP,0,0,0,2,4
AFG,MAL,NOR,0,0,3,188,359
AFG,MAL,OMN,55,80,186,540,797
AFG,MAL,PAK,18510,17835,14526,11803,9480
AFG,MAL,PLW,0,0,0,2,2
AFG,MAL,PAN,0,0,0,17,0
AFG,MAL,PNG,0,0,15,12,9
AFG,MAL,PRY,0,0,0,0,3
AFG,MAL,PER,0,1,1,7,6
AFG,MAL,PHL,6,3,27,23,363
AFG,MAL,POL,1,1,42,83,145
AFG,MAL,PRT,0,1,3,0,0
AFG,MAL,PRI,0,0,0,0,0
AFG,MAL,QAT,22,202,1315,54388,27209
AFG,MAL,REU,0,0,0,0,0
AFG,MAL,ROU,0,0,0,0,0
AFG,MAL,RUS,0,0,0,0,253
AFG,MAL,RWA,0,0,0,0,0
AFG,MAL,SHN,0,0,0,0,0
AFG,MAL,SPM,0,0,0,0,0
AFG,MAL,WSM,0,0,0,0,0
AFG,MAL,SMR,0,0,0,0,0
AFG,MAL,STP,0,0,0,0,0
AFG,MAL,SAU,96,568,3018,8164,8312
AFG,MAL,SEN,0,0,0,0,0
AFG,MAL,SRB,..,..,..,..,..
AFG,MAL,SCG,1,1,2,0,3
AFG,MAL,SYC,0,0,0,0,0
AFG,MAL,SLE,0,0,0,0,0
AFG,MAL,SGP,0,2,4,10,57
AFG,MAL,SVK,0,0,0,1,66
AFG,MAL,SVN,0,0,0,0,1
AFG,MAL,SLB,0,0,0,2,0
AFG,MAL,SOM,0,0,0,0,0
AFG,MAL,ZAF,1,1,1,0,26
AFG,MAL,ESP,0,0,0,92,82
AFG,MAL,LKA,8,12,71,49,42
AFG,MAL,KNA,0,0,0,0,0
AFG,MAL,LCA,0,0,0,0,0
AFG,MAL,VCT,0,0,0,0,0
AFG,MAL,SDN,3,3,3,4,5
AFG,MAL,SUR,0,0,0,0,0
AFG,MAL,SWZ,0,0,0,0,0
AFG,MAL,SWE,6,21,100,175,2353
AFG,MAL,CHE,65,63,50,289,1319
AFG,MAL,SYR,379,3520,2696,3803,4990
AFG,MAL,TWN,0,0,0,0,0
AFG,MAL,TJK,0,0,0,1303,970
AFG,MAL,TZA,14,13,4,4,4
AFG,MAL,THA,2,3,46,90,306
AFG,MAL,TLS,0,0,0,0,0
AFG,MAL,TGO,0,0,0,0,0
AFG,MAL,TKL,0,0,0,0,0
AFG,MAL,TON,0,0,0,2,1
AFG,MAL,TTO,0,0,0,0,0
AFG,MAL,TUN,45,5,30,56,53
AFG,MAL,TUR,345,1313,1860,3587,5485
AFG,MAL,TKM,0,0,0,0,0
AFG,MAL,TCA,0,0,0,0,0
AFG,MAL,TUV,0,0,0,0,0
AFG,MAL,UGA,0,0,0,0,0
AFG,MAL,UKR,0,0,0,0,90
AFG,MAL,ARE,23,671,6912,11761,21290
AFG,MAL,GBR,140,28,262,6,3
AFG,MAL,USA,173,106,2843,16739,23118
AFG,MAL,URY,0,0,0,0,0
AFG,MAL,UZB,0,0,0,0,0
AFG,MAL,VUT,2,3,1,0,0
AFG,MAL,VEN,3,0,7,7,6
AFG,MAL,VNM,0,0,0,0,12
AFG,MAL,VIR,0,0,0,0,0
AFG,MAL,VGB,0,0,0,0,0
AFG,MAL,WLF,0,0,0,0,0
AFG,MAL,PSE,19,23,27,35,54
AFG,MAL,YEM,813,1007,1247,1543,1804
AFG,MAL,ZMB,0,0,1,0,0
AFG,MAL,ZWE,0,0,0,0,0
AFG,TOT,AFG,0,0,0,0,0
AFG,TOT,ALB,0,0,0,0,0
AFG,TOT,DZA,41,16,13,10,8
AFG,TOT,ASM,0,0,0,0,0
AFG,TOT,AND,0,0,2,5,6
AFG,TOT,AGO,0,0,0,0,0
AFG,TOT,AIA,0,0,0,0,0
AFG,TOT,ATG,0,0,0,0,0
AFG,TOT,ARG,6,9,13,21,0
AFG,TOT,ARM,0,0,0,0,7
AFG,TOT,ABW,0,0,0,0,0
AFG,TOT,AUS,42,70,749,2637,11128
AFG,TOT,AUT,47,148,217,267,2488
AFG,TOT,AZE,0,0,0,0,0
AFG,TOT,BHS,0,0,1,0,0
AFG,TOT,BHR,62,61,13384,22519,34419
AFG,TOT,BGD,151,119,132,144,158
AFG,TOT,BRB,0,0,0,0,0
AFG,TOT,BLR,0,0,0,0,0
AFG,TOT,BEL,16,91,41,229,209
AFG,TOT,BLZ,0,0,0,0,3
AFG,TOT,BEN,0,0,0,0,0
AFG,TOT,BMU,0,0,3,0,4
AFG,TOT,BTN,0,0,0,0,0
AFG,TOT,BOL,0,0,0,2,2
AFG,TOT,BIH,0,0,0,2,2
AFG,TOT,BWA,0,0,0,0,0
AFG,TOT,BRA,8,0,1,47,28
AFG,TOT,BRN,0,0,1,0,0
AFG,TOT,BGR,168,175,179,178,826
AFG,TOT,BFA,0,0,0,0,0
AFG,TOT,BDI,1,0,0,0,0
AFG,TOT,KHM,5,4,0,0,3
AFG,TOT,CMR,0,0,0,0,0
AFG,TOT,CAN,228,3007,5905,1539,21969
AFG,TOT,CPV,0,0,0,0,0
AFG,TOT,CYM,0,0,0,0,0
AFG,TOT,CAF,0,0,0,0,0
AFG,TOT,TCD,0,0,0,0,1
AFG,TOT,CHI,..,..,..,..,..
AFG,TOT,CHL,0,0,0,0,14
AFG,TOT,CHN,24,8,0,8,66
AFG,TOT,COL,0,1,1,1,93
AFG,TOT,COM,0,0,0,0,0
AFG,TOT,COD,26,9,5,3,3
AFG,TOT,COG,0,0,0,0,0
AFG,TOT,COK,0,0,0,0,0
AFG,TOT,CRI,0,0,25,16,3
AFG,TOT,CIV,0,0,0,0,0
AFG,TOT,HRV,0,0,0,11,2
AFG,TOT,CUB,0,0,0,0,0
AFG,TOT,CYP,3,10,18,25,4
AFG,TOT,CZE,2,2,3,19,211
AFG,TOT,DNK,13,12,42,384,4198
AFG,TOT,DJI,0,0,0,0,0
AFG,TOT,DMA,0,0,0,0,0
AFG,TOT,DOM,0,2,3,5,7
AFG,TOT,ECU,0,0,0,0,19
AFG,TOT,EGY,1450,3819,6431,177,277
AFG,TOT,SLV,7,0,0,0,0
AFG,TOT,GNQ,0,0,0,0,0
AFG,TOT,ERI,0,0,0,0,0
AFG,TOT,EST,0,0,0,0,0
AFG,TOT,ETH,0,0,0,0,0
AFG,TOT,FRO,7,9,13,14,0
AFG,TOT,FLK,0,0,0,0,0
AFG,TOT,FJI,9,7,6,8,9
AFG,TOT,FIN,0,2,4,4,322
AFG,TOT,FRA,1767,177,110,51,2981
AFG,TOT,GUF,0,0,0,0,0
AFG,TOT,PYF,0,0,0,1,1
AFG,TOT,GAB,0,0,0,0,0
AFG,TOT,GMB,0,0,0,0,0
AFG,TOT,GEO,0,0,0,0,0
AFG,TOT,DEU,199,256,592,15875,15529
AFG,TOT,GHA,0,6,2,6,11
AFG,TOT,GIB,0,0,0,0,0
AFG,TOT,GRC,9,26,48,226,357
AFG,TOT,GRL,0,0,0,0,0
AFG,TOT,GRD,0,0,0,0,0
AFG,TOT,GLP,0,0,0,0,0
AFG,TOT,GUM,2,12,0,6,8
AFG,TOT,GTM,0,0,1,0,0
AFG,TOT,GIN,0,0,0,0,0
AFG,TOT,GNB,0,0,0,0,0
AFG,TOT,GUY,0,0,0,0,0
AFG,TOT,HTI,0,0,0,0,0
AFG,TOT,HND,1,0,0,1,3
AFG,TOT,HKG,67,66,4,32,599
AFG,TOT,HUN,99,116,101,86,81
AFG,TOT,ISL,0,0,0,2,0
AFG,TOT,IND,3827,3975,5397,13755,9671
AFG,TOT,IDN,24,15,15,19,17
AFG,TOT,IRN,42222,75075,284019,680274,762129
AFG,TOT,IRQ,327,200,117,69,0
AFG,TOT,IRL,6,7,13,15,93
AFG,TOT,IMN,..,..,..,..,..
AFG,TOT,ISR,16,19,19,190,429
AFG,TOT,ITA,180,224,278,1522,202
AFG,TOT,JAM,0,0,0,0,0
AFG,TOT,JPN,0,5,10,126,206
AFG,TOT,JOR,21,49,170,64,62
AFG,TOT,KAZ,0,0,0,0,0
AFG,TOT,KEN,6,66,53,38,0
AFG,TOT,KIR,0,0,0,0,0
AFG,TOT,PRK,0,0,0,1,6
AFG,TOT,KOR,0,0,1,2,0
AFG,TOT,XKX,..,..,..,..,..
AFG,TOT,KWT,760,1323,1164,93561,88350
AFG,TOT,KGZ,0,0,0,0,1174
AFG,TOT,LAO,0,0,0,0,0
AFG,TOT,LVA,0,0,0,0,32
AFG,TOT,LBN,28,49,102,45698,23718
AFG,TOT,LSO,0,0,0,0,0
AFG,TOT,LBR,0,0,0,0,0
AFG,TOT,LBY,36,225,573,844,1011
AFG,TOT,LIE,0,0,0,0,2
AFG,TOT,LTU,0,0,0,0,35
AFG,TOT,LUX,0,1,4,25,1
AFG,TOT,MAC,3,1,4,4,4
AFG,TOT,MKD,0,0,0,25,29
AFG,TOT,MDG,0,0,0,3,2
AFG,TOT,MWI,0,0,0,0,0
AFG,TOT,MYS,0,7,20,65,103
AFG,TOT,MDV,3,5,1,5,4
AFG,TOT,MLI,0,0,0,0,0
AFG,TOT,MLT,0,0,0,2,5
AFG,TOT,MHL,0,1,1,2,0
AFG,TOT,MTQ,0,0,0,0,0
AFG,TOT,MRT,0,0,0,1,1
AFG,TOT,MUS,0,0,0,0,1
AFG,TOT,MYT,0,0,0,0,0
AFG,TOT,MEX,15,16,4,0,9
AFG,TOT,FSM,0,0,0,0,0
AFG,TOT,MDA,0,0,0,0,0
AFG,TOT,MCO,0,0,6,7,9
AFG,TOT,MNG,0,0,0,0,0
AFG,TOT,MNE,..,..,..,..,..
AFG,TOT,MSR,0,0,0,0,0
AFG,TOT,MAR,63,20,11,10,9
AFG,TOT,MOZ,0,0,0,0,2
AFG,TOT,MMR,12,11,8,6,5
AFG,TOT,NAM,0,0,0,0,0
AFG,TOT,NRU,0,2,4,3,0
AFG,TOT,NPL,0,18,23,1,74
AFG,TOT,NLD,0,0,0,0,26955
AFG,TOT,ANT,0,0,0,0,0
AFG,TOT,NCL,0,1,0,2,3
AFG,TOT,NZL,19,74,133,270,727
AFG,TOT,NIC,10,18,20,21,25
AFG,TOT,NER,0,0,0,0,0
AFG,TOT,NGA,0,0,2,0,1
AFG,TOT,NIU,0,0,0,0,0
AFG,TOT,NFK,0,0,0,0,0
AFG,TOT,MNP,0,0,0,7,9
AFG,TOT,NOR,2,0,6,256,652
AFG,TOT,OMN,80,116,269,780,1148
AFG,TOT,PAK,28216,27957,22442,18015,14461
AFG,TOT,PLW,0,0,0,2,2
AFG,TOT,PAN,0,0,2,30,0
AFG,TOT,PNG,0,0,20,15,11
AFG,TOT,PRY,0,0,0,0,5
AFG,TOT,PER,1,1,2,9,8
AFG,TOT,PHL,11,8,44,35,751
AFG,TOT,POL,3,2,50,97,165
